cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,House,9/23/22,CO-7,Brittany Pettersen,Erik Aadland,1,Polls adjusted for house effects & other factors,5.722885,1.343235,1.343235,1.343235,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-6,Jason Crow,Steven Monahan,4,Expert ratings adjusted for national environment,23.03349,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-6,Jason Crow,Steven Monahan,3,Fundamentals (non-polling factors),20.18082,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-6,Jason Crow,Steven Monahan,2,CANTOR (analysis of comparable disticts),21.22404,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-6,Jason Crow,Steven Monahan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-5,David Torres,Doug Lamborn,4,Expert ratings adjusted for national environment,-22.50534,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-5,David Torres,Doug Lamborn,3,Fundamentals (non-polling factors),-19.43966,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-5,David Torres,Doug Lamborn,2,CANTOR (analysis of comparable disticts),-24.74391,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-5,David Torres,Doug Lamborn,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-4,Ike McCorkle,Ken Buck,4,Expert ratings adjusted for national environment,-24.96773,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-4,Ike McCorkle,Ken Buck,3,Fundamentals (non-polling factors),-23.83745,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-4,Ike McCorkle,Ken Buck,2,CANTOR (analysis of comparable disticts),-27.73734,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-4,Ike McCorkle,Ken Buck,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-3,Adam Frisch,Lauren Boebert,4,Expert ratings adjusted for national environment,-22.87733,0,0,1.046986,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-3,Adam Frisch,Lauren Boebert,3,Fundamentals (non-polling factors),-16.53467,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-3,Adam Frisch,Lauren Boebert,2,CANTOR (analysis of comparable disticts),-11.15311,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-3,Adam Frisch,Lauren Boebert,1,Polls adjusted for house effects & other factors,-9.76627,.6601469,.6601469,.6601469,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-2,Joe Neguse,Marshall Dawson,4,Expert ratings adjusted for national environment,32.33812,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-2,Joe Neguse,Marshall Dawson,3,Fundamentals (non-polling factors),31.71999,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-2,Joe Neguse,Marshall Dawson,2,CANTOR (analysis of comparable disticts),34.45224,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-2,Joe Neguse,Marshall Dawson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-1,Diana DeGette,Jennifer Qualteri,4,Expert ratings adjusted for national environment,52.24549,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-1,Diana DeGette,Jennifer Qualteri,3,Fundamentals (non-polling factors),52.30478,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-1,Diana DeGette,Jennifer Qualteri,2,CANTOR (analysis of comparable disticts),49.77888,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CO-1,Diana DeGette,Jennifer Qualteri,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-9,Josh Harder,Tom Patti,4,Expert ratings adjusted for national environment,8.715961,0,0,1.084471,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-9,Josh Harder,Tom Patti,3,Fundamentals (non-polling factors),7.350409,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-9,Josh Harder,Tom Patti,2,CANTOR (analysis of comparable disticts),8.511289,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-9,Josh Harder,Tom Patti,1,Polls adjusted for house effects & other factors,1.639339,.7353045,.7353045,.7353045,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-8,John Garamendi,Rudy Recile,4,Expert ratings adjusted for national environment,50.73196,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-8,John Garamendi,Rudy Recile,3,Fundamentals (non-polling factors),50.83076,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-8,John Garamendi,Rudy Recile,2,CANTOR (analysis of comparable disticts),46.17884,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-8,John Garamendi,Rudy Recile,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-7,Doris Matsui,Max Semenenko,4,Expert ratings adjusted for national environment,41.1874,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-7,Doris Matsui,Max Semenenko,3,Fundamentals (non-polling factors),41.44871,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-7,Doris Matsui,Max Semenenko,2,CANTOR (analysis of comparable disticts),34.23371,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-7,Doris Matsui,Max Semenenko,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-6,Ami Bera,Tamika Hamilton,4,Expert ratings adjusted for national environment,22.83887,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-6,Ami Bera,Tamika Hamilton,3,Fundamentals (non-polling factors),19.79298,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-6,Ami Bera,Tamika Hamilton,2,CANTOR (analysis of comparable disticts),19.01412,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-6,Ami Bera,Tamika Hamilton,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-52,Juan Vargas,Tyler Geffeney,4,Expert ratings adjusted for national environment,41.52203,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-52,Juan Vargas,Tyler Geffeney,3,Fundamentals (non-polling factors),41.59769,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-52,Juan Vargas,Tyler Geffeney,2,CANTOR (analysis of comparable disticts),37.1713,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-52,Juan Vargas,Tyler Geffeney,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-5,Michael J. “Mike” Barkley,Tom McClintock,4,Expert ratings adjusted for national environment,-23.1936,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-5,Michael J. “Mike” Barkley,Tom McClintock,3,Fundamentals (non-polling factors),-21.45657,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-5,Michael J. “Mike” Barkley,Tom McClintock,2,CANTOR (analysis of comparable disticts),-22.86268,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-5,Michael J. “Mike” Barkley,Tom McClintock,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-51,Sara Jacobs,Stan Caplan,4,Expert ratings adjusted for national environment,30.61481,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-51,Sara Jacobs,Stan Caplan,3,Fundamentals (non-polling factors),30.55256,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-51,Sara Jacobs,Stan Caplan,2,CANTOR (analysis of comparable disticts),25.55645,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-51,Sara Jacobs,Stan Caplan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-50,Scott Peters,Corey Gustafson,4,Expert ratings adjusted for national environment,31.51896,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-50,Scott Peters,Corey Gustafson,3,Fundamentals (non-polling factors),31.25781,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-50,Scott Peters,Corey Gustafson,2,CANTOR (analysis of comparable disticts),29.86627,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-50,Scott Peters,Corey Gustafson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-49,Mike Levin,Brian Maryott,4,Expert ratings adjusted for national environment,14.55422,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-49,Mike Levin,Brian Maryott,3,Fundamentals (non-polling factors),10.86088,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-49,Mike Levin,Brian Maryott,2,CANTOR (analysis of comparable disticts),12.41536,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-49,Mike Levin,Brian Maryott,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-48,Stephen Houlahan,Darrell Issa,4,Expert ratings adjusted for national environment,-22.4385,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-48,Stephen Houlahan,Darrell Issa,3,Fundamentals (non-polling factors),-14.55275,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-48,Stephen Houlahan,Darrell Issa,2,CANTOR (analysis of comparable disticts),-25.04958,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-48,Stephen Houlahan,Darrell Issa,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-47,Katie Porter,Scott Baugh,4,Expert ratings adjusted for national environment,12.76289,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-47,Katie Porter,Scott Baugh,3,Fundamentals (non-polling factors),6.251246,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-47,Katie Porter,Scott Baugh,2,CANTOR (analysis of comparable disticts),13.57865,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-47,Katie Porter,Scott Baugh,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-46,Lou Correa,Christopher J. Gonzales,4,Expert ratings adjusted for national environment,34.1267,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-46,Lou Correa,Christopher J. Gonzales,3,Fundamentals (non-polling factors),33.94267,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-46,Lou Correa,Christopher J. Gonzales,2,CANTOR (analysis of comparable disticts),32.5094,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-46,Lou Correa,Christopher J. Gonzales,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-45,Jay F. Chen,Michelle Steel,4,Expert ratings adjusted for national environment,-6.505234,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-45,Jay F. Chen,Michelle Steel,3,Fundamentals (non-polling factors),.7277757,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-45,Jay F. Chen,Michelle Steel,2,CANTOR (analysis of comparable disticts),-6.206206,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-45,Jay F. Chen,Michelle Steel,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-44,Nanette Diaz Barragan,Paul Jones,4,Expert ratings adjusted for national environment,56.56594,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-44,Nanette Diaz Barragan,Paul Jones,3,Fundamentals (non-polling factors),57.16009,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-44,Nanette Diaz Barragan,Paul Jones,2,CANTOR (analysis of comparable disticts),45.10976,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-44,Nanette Diaz Barragan,Paul Jones,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-43,Maxine Waters,Omar Navarro,4,Expert ratings adjusted for national environment,62.17609,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-43,Maxine Waters,Omar Navarro,3,Fundamentals (non-polling factors),62.42231,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-43,Maxine Waters,Omar Navarro,2,CANTOR (analysis of comparable disticts),55.57607,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-43,Maxine Waters,Omar Navarro,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-42,Robert Garcia,John Briscoe,4,Expert ratings adjusted for national environment,48.5809,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-42,Robert Garcia,John Briscoe,3,Fundamentals (non-polling factors),49.36353,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-42,Robert Garcia,John Briscoe,2,CANTOR (analysis of comparable disticts),34.47839,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-42,Robert Garcia,John Briscoe,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-4,Mike Thompson,Matt Brock,4,Expert ratings adjusted for national environment,42.69936,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-4,Mike Thompson,Matt Brock,3,Fundamentals (non-polling factors),43.19164,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-4,Mike Thompson,Matt Brock,2,CANTOR (analysis of comparable disticts),32.57196,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-4,Mike Thompson,Matt Brock,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-41,Will Rollins,Ken Calvert,4,Expert ratings adjusted for national environment,-17.1966,0,0,1.121101,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-41,Will Rollins,Ken Calvert,3,Fundamentals (non-polling factors),-1.82841,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-41,Will Rollins,Ken Calvert,2,CANTOR (analysis of comparable disticts),-9.349899,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-41,Will Rollins,Ken Calvert,1,Polls adjusted for house effects & other factors,-6.225006,.8087456,.8087456,.8087456,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-40,Asif Mahmood,Young Kim,4,Expert ratings adjusted for national environment,-16.01337,0,0,1.142742,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-40,Asif Mahmood,Young Kim,3,Fundamentals (non-polling factors),-8.442234,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-40,Asif Mahmood,Young Kim,2,CANTOR (analysis of comparable disticts),-7.73089,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-40,Asif Mahmood,Young Kim,1,Polls adjusted for house effects & other factors,-11.32918,.852136,.852136,.852136,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-39,Mark Takano,Aja Smith,4,Expert ratings adjusted for national environment,27.11898,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-39,Mark Takano,Aja Smith,3,Fundamentals (non-polling factors),26.29914,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-39,Mark Takano,Aja Smith,2,CANTOR (analysis of comparable disticts),27.56529,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-39,Mark Takano,Aja Smith,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-38,Linda T. Sánchez,Eric J. Ching,4,Expert ratings adjusted for national environment,26.3588,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-38,Linda T. Sánchez,Eric J. Ching,3,Fundamentals (non-polling factors),25.08554,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-38,Linda T. Sánchez,Eric J. Ching,2,CANTOR (analysis of comparable disticts),30.98609,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-38,Linda T. Sánchez,Eric J. Ching,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-37,Sydney Kamlager,Jan C. Perry,4,Expert ratings adjusted for national environment,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-37,Sydney Kamlager,Jan C. Perry,3,Fundamentals (non-polling factors),26.92472,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-37,Sydney Kamlager,Jan C. Perry,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-37,Sydney Kamlager,Jan C. Perry,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-36,Ted W. Lieu,Joe E. Collins III,4,Expert ratings adjusted for national environment,44.65762,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-36,Ted W. Lieu,Joe E. Collins III,3,Fundamentals (non-polling factors),44.74163,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-36,Ted W. Lieu,Joe E. Collins III,2,CANTOR (analysis of comparable disticts),40.26633,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-36,Ted W. Lieu,Joe E. Collins III,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-35,Norma J. Torres,Mike Cargile,4,Expert ratings adjusted for national environment,28.57736,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-35,Norma J. Torres,Mike Cargile,3,Fundamentals (non-polling factors),27.89549,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-35,Norma J. Torres,Mike Cargile,2,CANTOR (analysis of comparable disticts),29.91047,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-35,Norma J. Torres,Mike Cargile,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-34,Jimmy Gomez,David Kim,4,Expert ratings adjusted for national environment,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-34,Jimmy Gomez,David Kim,3,Fundamentals (non-polling factors),13.22494,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-34,Jimmy Gomez,David Kim,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-34,Jimmy Gomez,David Kim,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-33,Pete Aguilar,John Mark Porter,4,Expert ratings adjusted for national environment,27.76231,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-33,Pete Aguilar,John Mark Porter,3,Fundamentals (non-polling factors),27.11819,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-33,Pete Aguilar,John Mark Porter,2,CANTOR (analysis of comparable disticts),27.16875,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-33,Pete Aguilar,John Mark Porter,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-32,Brad Sherman,Lucie Lapointe Volotzky,4,Expert ratings adjusted for national environment,44.92023,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-32,Brad Sherman,Lucie Lapointe Volotzky,3,Fundamentals (non-polling factors),45.16253,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-32,Brad Sherman,Lucie Lapointe Volotzky,2,CANTOR (analysis of comparable disticts),38.32422,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-32,Brad Sherman,Lucie Lapointe Volotzky,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-3,Kermit Jones,Kevin Kiley,4,Expert ratings adjusted for national environment,-15.10946,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-3,Kermit Jones,Kevin Kiley,3,Fundamentals (non-polling factors),-2.047296,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-3,Kermit Jones,Kevin Kiley,2,CANTOR (analysis of comparable disticts),-6.825993,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-3,Kermit Jones,Kevin Kiley,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-31,Grace F. Napolitano,Daniel Bocic Martinez,4,Expert ratings adjusted for national environment,30.77544,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-31,Grace F. Napolitano,Daniel Bocic Martinez,3,Fundamentals (non-polling factors),30.29283,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-31,Grace F. Napolitano,Daniel Bocic Martinez,2,CANTOR (analysis of comparable disticts),31.70687,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-31,Grace F. Napolitano,Daniel Bocic Martinez,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-30,Adam B. Schiff,G. “Maebe A. Girl” Pudlo,4,Expert ratings adjusted for national environment,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-30,Adam B. Schiff,G. “Maebe A. Girl” Pudlo,3,Fundamentals (non-polling factors),50.26714,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-30,Adam B. Schiff,G. “Maebe A. Girl” Pudlo,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-30,Adam B. Schiff,G. “Maebe A. Girl” Pudlo,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-29,Tony Cardenas,Angélica María Dueñas,4,Expert ratings adjusted for national environment,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-29,Tony Cardenas,Angélica María Dueñas,3,Fundamentals (non-polling factors),26.90957,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-29,Tony Cardenas,Angélica María Dueñas,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-29,Tony Cardenas,Angélica María Dueñas,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-28,Judy Chu,Wes Hallman,4,Expert ratings adjusted for national environment,40.23812,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-28,Judy Chu,Wes Hallman,3,Fundamentals (non-polling factors),40.53189,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-28,Judy Chu,Wes Hallman,2,CANTOR (analysis of comparable disticts),32.78852,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-28,Judy Chu,Wes Hallman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-27,Christy Smith,Mike Garcia,4,Expert ratings adjusted for national environment,-5.828035,0,0,1.389538,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-27,Christy Smith,Mike Garcia,3,Fundamentals (non-polling factors),8.094771,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-27,Christy Smith,Mike Garcia,2,CANTOR (analysis of comparable disticts),-3.286149,.6530435,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-27,Christy Smith,Mike Garcia,1,Polls adjusted for house effects & other factors,-.6309433,1.346956,1.346956,1.346956,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-26,Julia Brownley,Matt Jacobs,4,Expert ratings adjusted for national environment,19.16517,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-26,Julia Brownley,Matt Jacobs,3,Fundamentals (non-polling factors),16.06668,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-26,Julia Brownley,Matt Jacobs,2,CANTOR (analysis of comparable disticts),19.94908,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-26,Julia Brownley,Matt Jacobs,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-25,Raul Ruiz,Brian E. Hawkins,4,Expert ratings adjusted for national environment,24.34984,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-25,Raul Ruiz,Brian E. Hawkins,3,Fundamentals (non-polling factors),10.68081,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-25,Raul Ruiz,Brian E. Hawkins,2,CANTOR (analysis of comparable disticts),19.61408,.8358126,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-25,Raul Ruiz,Brian E. Hawkins,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,CA-24,Salud Carbajal,Brad Allen,4,Expert ratings adjusted for national environment,30.94962,0,0,.7177314,40000,15:23:21 23 Sep 2022
